Start Date (in UTC),Account Name,Currency,Campaign Group ID,Campaign Group Name,Campaign Group Status,Campaign Group Start Date,Campaign ID,Campaign Name,Campaign Objective,Campaign Type,Campaign Status,Cost Type,Daily Budget,Total Budget,Campaign Start Date,Campaign End Date,Creative Name,Ad ID,Creative Status,Ad Introduction Text,Ad Headline,Ad Line,Click URL,Sponsored Update Type,DSC Name,Video Length (in Seconds),Total Spent,Impressions,Clicks,Click Through Rate,Average CPM,Average CPC,Reactions,Comments,Shares,Follows,Other Clicks,Total Social Actions,Total Engagements,Engagement Rate,Viral Impressions,Viral Clicks,Viral Reactions,Viral Comments,Viral Shares,Viral Follows,Viral Other Clicks,Conversions,Post-Click Conversions,View-Through Conversions,Conversion Rate,Cost per Conversion,Total Conversion Value,Return on Ad Spend,Viral Conversions,Viral Post-Click Conversions,Viral View-Through Conversions,Leads,Lead Forms Opened,Lead Form Completion Rate,Cost per Lead,Video Plays,Video Views,Video View Rate,Video Views at 25%,Video Views at 50%,Video Views at 75%,Video Completions,Video Completion Rate,Full Screen Plays,eCPV,Viral Video Plays,Viral Video Views,Viral Video Views at 25%,Viral Video Views at 50%,Viral Video Views at 75%,Viral Video Completions,Viral Video Completion Rate,Viral Video Full Screen Plays,Reach,Average Frequency,"Cost per 1,000 People Reached",Event Registrations,Click Event Registrations,View Event Registrations,Viral Event Registrations,Viral Click Event Registrations,Viral View Event Registrations,Clicks to Landing Page,Clicks to LinkedIn Page,Leads (Work Email),Lead Form Completion Rate (Work Email),Cost Per Lead (Work Email),Campaign Group End Date,Campaign Group Total Budget
2/23/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,0.0,131,0,0%,0.00,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,128.0,1.023,0.00,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/24/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,19.35,174,1,0.575%,111.20,19.35,0,0,0,0,0,0,1,0.575%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,174.0,1.0,111.20,0,0,0,0,0,0,0,1,0,0%,0.0,,
2/25/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541533,HC-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,000.00",11/28/2023,3/2/2024,HC-LGF_V1.2,350109253,Active,"How CFOs can optimize expenses, improve operating margins, and deliver a healthier bottom line.",Take These Four Actionable Steps for Deep Healthcare Cost Savings,,https://logicsource.com/tylp/motivating-healthcare-leaders-to-address-non-clinical-costs/?utm_campaign=HC-LGF+Campaign&utm_source=linkedin&utm_medium=paid&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541533&hsa_ad=350109253&hsa_net=linkedin&hsa_ver=3,DSC,HC-LGF_V1.2,,21.07,81,1,1.235%,260.09,21.07,0,0,0,0,0,0,1,1.235%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,1,0%,0.0,,,,,,,,,,,,,,,,,,,81.0,1.0,260.09,0,0,0,0,0,0,0,0,0,0%,0.0,,
1/23/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,0.0,220,0,0%,0.00,0.0,0,0,0,0,1,1,1,0.455%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,220.0,1.0,0.00,0,0,0,0,0,0,0,0,0,0%,0.0,,
1/24/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,48.85,152,3,1.974%,321.41,16.28,0,0,0,0,2,2,5,3.289%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,3,0%,0.0,,,,,,,,,,,,,,,,,,,144.0,1.056,339.27,0,0,0,0,0,0,0,0,0,0%,0.0,,
1/25/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,23.07,234,1,0.427%,98.61,23.07,0,0,0,0,3,3,4,1.709%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,1,0%,0.0,,,,,,,,,,,,,,,,,,,234.0,1.0,98.61,0,0,0,0,0,0,0,0,0,0%,0.0,,
1/26/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,0.0,369,0,0%,0.00,0.0,0,0,0,0,1,1,1,0.271%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,363.0,1.017,0.00,0,0,0,0,0,0,0,0,0,0%,0.0,,
1/27/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,21.5,110,1,0.909%,195.43,21.5,0,0,0,0,1,1,1,0.909%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,110.0,1.0,195.43,0,0,0,0,0,0,0,0,0,0%,0.0,,
1/28/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,16.12,136,1,0.735%,118.54,16.12,0,0,0,0,1,1,2,1.471%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,135.0,1.007,119.42,0,0,0,0,0,0,0,1,0,0%,0.0,,
1/29/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,7.41,94,1,1.064%,78.78,7.41,0,0,0,0,1,1,2,2.128%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,1,0%,0.0,,,,,,,,,,,,,,,,,,,83.0,1.133,89.23,0,0,0,0,0,0,0,0,0,0%,0.0,,
1/30/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,0.0,115,0,0%,0.00,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,109.0,1.055,0.00,0,0,0,0,0,0,0,0,0,0%,0.0,,
1/31/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,0.0,149,0,0%,0.00,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,139.0,1.072,0.00,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/1/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,15.6,180,1,0.556%,86.65,15.6,0,0,0,0,0,0,1,0.556%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,1,0%,0.0,,,,,,,,,,,,,,,,,,,180.0,1.0,86.65,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/5/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,33.06,353,2,0.567%,93.65,16.53,0,0,0,0,1,1,3,0.85%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,2,0%,0.0,,,,,,,,,,,,,,,,,,,353.0,1.0,93.65,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/6/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,93.49,657,6,0.913%,142.30,15.58,0,0,0,0,2,2,7,1.065%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,5,0%,0.0,,,,,,,,,,,,,,,,,,,596.0,1.102,156.86,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/7/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,61.0,621,4,0.644%,98.22,15.25,0,0,0,0,1,1,4,0.644%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,1,0%,0.0,,,,,,,,,,,,,,,,,,,621.0,1.0,98.22,0,0,0,0,0,0,0,2,0,0%,0.0,,
2/8/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,60.41,738,5,0.678%,81.86,12.08,1,0,0,0,2,3,7,0.949%,1,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,4,0%,0.0,,,,,,,,,,,,,,,,,,,703.0,1.05,85.93,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/9/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,12.17,241,1,0.415%,50.51,12.17,0,0,0,0,0,0,1,0.415%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,1,0%,0.0,,,,,,,,,,,,,,,,,,,241.0,1.0,50.51,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/14/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,63.06,303,3,0.99%,208.13,21.02,0,0,0,0,2,2,3,0.99%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,1,0%,0.0,,,,,,,,,,,,,,,,,,,303.0,1.0,208.13,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/15/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,54.26,108,0,0%,502.40,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,108.0,1.0,502.40,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/16/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,50.0,176,0,0%,284.08,0.0,0,0,0,0,1,1,1,0.568%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,166.0,1.06,301.20,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/17/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,28.28,74,2,2.703%,382.20,14.14,0,0,0,0,1,1,3,4.054%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,1,0%,0.0,,,,,,,,,,,,,,,,,,,72.0,1.028,392.81,0,0,0,0,0,0,0,1,0,0%,0.0,,
2/18/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,44.39,81,0,0%,548.04,0.0,0,0,0,0,1,1,1,1.235%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,78.0,1.038,569.12,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/19/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,49.64,133,0,0%,373.23,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,0,0%,0.0,,,,,,,,,,,,,,,,,,,133.0,1.0,373.23,0,0,0,0,0,0,0,0,0,0%,0.0,,
2/20/2024,LogicSource Ad Account,USD,668906603,2023 - Lead Generation Campaign,Active,11/7/2023,282541473,MI-LGF Campaign,Lead generation,Sponsored Update,Active,CPC,,"10,300.00",11/28/2023,3/2/2024,MI-LGF_V3.2,350117373,Active,CFOs know the cost of doing business is rising. Short-term measures like cutting headcount aren't working. What's next?,Addressing Indirect Expense to Drive Revenue Growth,,https://logicsource.com/tylp/addressing-indirect-spend-to-maximize-sales-revenue-and-impact/?utm_source=linkedin&utm_medium=paid&utm_campaign=2024-01-23_EB1&utm_content=MI-LGF_V3.2&hsa_acc=503313685&hsa_cam=668906603&hsa_grp=282541473&hsa_ad=350117373&hsa_net=linkedin&hsa_ver=3,DSC,MI-LGF_V3.2,,41.73,96,1,1.042%,434.73,41.73,0,0,0,0,2,2,3,3.125%,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0.0,0,0,0,0,1,0%,0.0,,,,,,,,,,,,,,,,,,,90.0,1.067,463.72,0,0,0,0,0,0,0,0,0,0%,0.0,,
